network_element_id,metric,start,end,duration_periods,duration_hours,worst_value,mean_value,threshold,breach_direction
SITE_K,availability_pct,2025-01-17 01:15:00,2025-01-17 02:15:00,5,1.25,99.024,99.264,99.5,below
SITE_A,availability_pct,2025-01-13 02:30:00,2025-01-13 03:30:00,5,1.25,99.049,99.3072,99.5,below
SITE_H,availability_pct,2025-01-25 05:45:00,2025-01-25 06:45:00,5,1.25,99.179,99.3386,99.5,below
SITE_H,availability_pct,2025-01-23 01:15:00,2025-01-23 02:15:00,5,1.25,98.831,99.1588,99.5,below
SITE_H,availability_pct,2025-01-22 22:30:00,2025-01-22 23:30:00,5,1.25,98.99,99.2258,99.5,below
SITE_B,availability_pct,2025-01-04 01:15:00,2025-01-04 02:15:00,5,1.25,99.085,99.2704,99.5,below
SITE_B,availability_pct,2025-01-03 08:30:00,2025-01-03 09:30:00,5,1.25,99.202,99.3526,99.5,below
SITE_B,availability_pct,2025-01-02 05:30:00,2025-01-02 06:30:00,5,1.25,98.953,99.2266,99.5,below
SITE_B,availability_pct,2025-01-01 09:00:00,2025-01-01 10:00:00,5,1.25,98.874,99.1364,99.5,below
SITE_E,availability_pct,2025-01-29 22:00:00,2025-01-29 23:00:00,5,1.25,99.176,99.267,99.5,below
SITE_B,availability_pct,2025-01-27 03:30:00,2025-01-27 04:30:00,5,1.25,99.112,99.2658,99.5,below
SITE_B,availability_pct,2025-01-26 11:30:00,2025-01-26 12:30:00,5,1.25,99.205,99.3612,99.5,below
SITE_B,availability_pct,2025-01-26 03:15:00,2025-01-26 04:15:00,5,1.25,99.106,99.3476,99.5,below
SITE_F,availability_pct,2025-01-07 23:00:00,2025-01-08 00:00:00,5,1.25,98.889,99.2254,99.5,below
SITE_F,availability_pct,2025-01-07 13:15:00,2025-01-07 14:15:00,5,1.25,98.937,99.2632,99.5,below
SITE_E,availability_pct,2025-01-24 15:15:00,2025-01-24 16:15:00,5,1.25,99.221,99.33,99.5,below
SITE_F,availability_pct,2025-01-04 21:30:00,2025-01-04 22:30:00,5,1.25,99.005,99.26,99.5,below
SITE_F,availability_pct,2025-01-05 02:45:00,2025-01-05 03:45:00,5,1.25,98.832,99.2864,99.5,below
SITE_F,availability_pct,2025-01-11 21:45:00,2025-01-11 22:45:00,5,1.25,98.924,99.1598,99.5,below
SITE_F,availability_pct,2025-01-11 17:15:00,2025-01-11 18:15:00,5,1.25,98.981,99.2914,99.5,below
SITE_F,availability_pct,2025-01-10 15:45:00,2025-01-10 16:45:00,5,1.25,99.284,99.3256,99.5,below
SITE_B,availability_pct,2025-01-28 20:30:00,2025-01-28 21:30:00,5,1.25,99.24,99.3672,99.5,below
SITE_H,availability_pct,2025-01-16 19:45:00,2025-01-16 20:45:00,5,1.25,99.079,99.2246,99.5,below
SITE_H,availability_pct,2025-01-26 15:45:00,2025-01-26 16:45:00,5,1.25,98.819,99.2546,99.5,below
SITE_H,availability_pct,2025-01-25 14:45:00,2025-01-25 15:45:00,5,1.25,99.044,99.2952,99.5,below
SITE_D,availability_pct,2025-01-05 13:45:00,2025-01-05 14:45:00,5,1.25,98.691,99.2838,99.5,below
SITE_D,availability_pct,2025-01-03 02:15:00,2025-01-03 03:15:00,5,1.25,99.016,99.2752,99.5,below
SITE_C,availability_pct,2025-01-11 15:00:00,2025-01-11 16:00:00,5,1.25,98.973,99.1928,99.5,below
SITE_C,availability_pct,2025-01-09 03:45:00,2025-01-09 04:45:00,5,1.25,99.312,99.408,99.5,below
SITE_C,availability_pct,2025-01-07 22:00:00,2025-01-07 23:00:00,5,1.25,98.904,99.184,99.5,below
SITE_C,availability_pct,2025-01-07 17:30:00,2025-01-07 18:30:00,5,1.25,98.894,99.206,99.5,below
SITE_K,availability_pct,2025-01-11 05:30:00,2025-01-11 06:30:00,5,1.25,98.767,99.1052,99.5,below
SITE_K,availability_pct,2025-01-10 06:45:00,2025-01-10 07:45:00,5,1.25,99.063,99.277,99.5,below
SITE_D,availability_pct,2025-01-01 08:15:00,2025-01-01 09:15:00,5,1.25,98.719,99.2176,99.5,below
SITE_B,availability_pct,2025-01-12 13:30:00,2025-01-12 14:30:00,5,1.25,99.132,99.248,99.5,below
SITE_B,availability_pct,2025-01-11 10:30:00,2025-01-11 11:30:00,5,1.25,99.174,99.3696,99.5,below
SITE_B,availability_pct,2025-01-11 02:30:00,2025-01-11 03:30:00,5,1.25,99.117,99.3376,99.5,below
SITE_B,availability_pct,2025-01-10 17:15:00,2025-01-10 18:15:00,5,1.25,99.099,99.331,99.5,below
SITE_B,availability_pct,2025-01-10 15:15:00,2025-01-10 16:15:00,5,1.25,99.152,99.3528,99.5,below
SITE_B,availability_pct,2025-01-09 17:00:00,2025-01-09 18:00:00,5,1.25,98.884,99.2216,99.5,below
SITE_H,availability_pct,2025-01-22 06:30:00,2025-01-22 07:30:00,5,1.25,99.137,99.3266,99.5,below
SITE_H,availability_pct,2025-01-20 22:00:00,2025-01-20 23:00:00,5,1.25,99.053,99.3574,99.5,below
SITE_H,availability_pct,2025-01-20 01:45:00,2025-01-20 02:45:00,5,1.25,99.063,99.3492,99.5,below
SITE_H,availability_pct,2025-01-20 00:15:00,2025-01-20 01:15:00,5,1.25,98.803,99.0462,99.5,below
SITE_F,availability_pct,2025-01-19 10:15:00,2025-01-19 11:15:00,5,1.25,98.93,99.2216,99.5,below
SITE_F,availability_pct,2025-01-19 05:00:00,2025-01-19 06:00:00,5,1.25,99.243,99.3746,99.5,below
SITE_F,availability_pct,2025-01-14 07:45:00,2025-01-14 08:45:00,5,1.25,99.063,99.2636,99.5,below
SITE_F,availability_pct,2025-01-14 06:15:00,2025-01-14 07:15:00,5,1.25,98.936,99.2864,99.5,below
SITE_F,availability_pct,2025-01-05 16:30:00,2025-01-05 17:30:00,5,1.25,99.338,99.4222,99.5,below
SITE_F,availability_pct,2025-01-21 01:00:00,2025-01-21 02:00:00,5,1.25,99.129,99.316,99.5,below
SITE_F,availability_pct,2025-01-20 18:15:00,2025-01-20 19:15:00,5,1.25,98.801,99.1548,99.5,below
SITE_H,availability_pct,2025-01-10 07:30:00,2025-01-10 08:30:00,5,1.25,98.776,99.0914,99.5,below
SITE_H,availability_pct,2025-01-08 22:45:00,2025-01-08 23:45:00,5,1.25,99.357,99.3884,99.5,below
SITE_H,availability_pct,2025-01-15 19:30:00,2025-01-15 20:30:00,5,1.25,99.283,99.4152,99.5,below
SITE_H,availability_pct,2025-01-13 16:15:00,2025-01-13 17:15:00,5,1.25,99.12,99.2894,99.5,below
SITE_A,availability_pct,2025-01-11 10:00:00,2025-01-11 11:00:00,5,1.25,99.012,99.2872,99.5,below
SITE_K,availability_pct,2025-01-21 23:15:00,2025-01-22 00:15:00,5,1.25,98.763,99.2222,99.5,below
SITE_K,availability_pct,2025-01-21 02:45:00,2025-01-21 03:45:00,5,1.25,98.915,99.2558,99.5,below
SITE_K,availability_pct,2025-01-25 20:15:00,2025-01-25 21:15:00,5,1.25,99.322,99.4288,99.5,below
SITE_K,availability_pct,2025-01-24 05:30:00,2025-01-24 06:30:00,5,1.25,99.262,99.3428,99.5,below
SITE_A,availability_pct,2025-01-16 01:30:00,2025-01-16 02:30:00,5,1.25,98.877,99.1842,99.5,below
SITE_A,availability_pct,2025-01-15 13:30:00,2025-01-15 14:30:00,5,1.25,99.272,99.4014,99.5,below
SITE_C,availability_pct,2025-01-21 05:15:00,2025-01-21 06:15:00,5,1.25,98.804,99.077,99.5,below
SITE_C,availability_pct,2025-01-20 12:30:00,2025-01-20 13:30:00,5,1.25,99.14,99.3296,99.5,below
SITE_C,availability_pct,2025-01-05 03:00:00,2025-01-05 04:00:00,5,1.25,99.246,99.3526,99.5,below
SITE_C,availability_pct,2025-01-16 05:45:00,2025-01-16 06:45:00,5,1.25,99.219,99.3182,99.5,below
SITE_C,availability_pct,2025-01-26 05:00:00,2025-01-26 06:00:00,5,1.25,99.221,99.3424,99.5,below
SITE_C,availability_pct,2025-01-24 14:45:00,2025-01-24 15:45:00,5,1.25,99.114,99.3032,99.5,below
SITE_C,availability_pct,2025-01-23 17:00:00,2025-01-23 18:00:00,5,1.25,98.821,99.2796,99.5,below
SITE_H,availability_pct,2025-01-06 16:15:00,2025-01-06 17:15:00,5,1.25,99.268,99.3468,99.5,below
SITE_H,availability_pct,2025-01-05 14:00:00,2025-01-05 15:00:00,5,1.25,98.92,99.302,99.5,below
SITE_F,availability_pct,2025-01-20 08:45:00,2025-01-20 09:45:00,5,1.25,99.094,99.2822,99.5,below
SITE_F,availability_pct,2025-01-20 06:15:00,2025-01-20 07:15:00,5,1.25,99.043,99.2548,99.5,below
SITE_F,availability_pct,2025-01-30 22:15:00,2025-01-30 23:15:00,5,1.25,99.133,99.3342,99.5,below
SITE_F,availability_pct,2025-01-28 19:00:00,2025-01-28 20:00:00,5,1.25,98.894,99.1372,99.5,below
SITE_H,availability_pct,2025-01-01 13:30:00,2025-01-01 14:30:00,5,1.25,99.247,99.3682,99.5,below
SITE_B,availability_pct,2025-01-08 04:30:00,2025-01-08 05:30:00,5,1.25,99.129,99.3206,99.5,below
SITE_B,availability_pct,2025-01-07 16:15:00,2025-01-07 17:15:00,5,1.25,99.248,99.359,99.5,below
SITE_H,availability_pct,2025-01-11 17:00:00,2025-01-11 18:00:00,5,1.25,99.098,99.2628,99.5,below
SITE_F,availability_pct,2025-01-12 20:15:00,2025-01-12 21:15:00,5,1.25,98.563,99.1336,99.5,below
SITE_F,availability_pct,2025-01-21 04:30:00,2025-01-21 05:30:00,5,1.25,98.994,99.2082,99.5,below
SITE_L,availability_pct,2025-01-22 05:00:00,2025-01-22 06:00:00,5,1.25,99.038,99.2248,99.5,below
SITE_G,availability_pct,2025-01-29 12:45:00,2025-01-29 13:45:00,5,1.25,98.736,99.1524,99.5,below
SITE_B,availability_pct,2025-01-18 18:00:00,2025-01-18 19:00:00,5,1.25,99.207,99.3558,99.5,below
SITE_F,availability_pct,2025-01-23 16:45:00,2025-01-23 17:45:00,5,1.25,99.02,99.2266,99.5,below
SITE_B,availability_pct,2025-01-21 12:00:00,2025-01-21 13:00:00,5,1.25,98.928,99.1886,99.5,below
SITE_B,availability_pct,2025-01-21 00:45:00,2025-01-21 01:45:00,5,1.25,99.039,99.15,99.5,below
SITE_B,availability_pct,2025-01-20 20:15:00,2025-01-20 21:15:00,5,1.25,98.75,99.133,99.5,below
SITE_H,availability_pct,2025-01-08 17:45:00,2025-01-08 18:45:00,5,1.25,99.218,99.3628,99.5,below
SITE_H,availability_pct,2025-01-07 21:15:00,2025-01-07 22:15:00,5,1.25,98.639,99.0564,99.5,below
SITE_D,availability_pct,2025-01-01 02:30:00,2025-01-01 03:30:00,5,1.25,99.152,99.3314,99.5,below
SITE_A,availability_pct,2025-01-14 19:15:00,2025-01-14 20:15:00,5,1.25,98.991,99.34,99.5,below
SITE_A,availability_pct,2025-01-14 05:45:00,2025-01-14 06:45:00,5,1.25,99.112,99.2998,99.5,below
SITE_K,availability_pct,2025-01-30 06:30:00,2025-01-30 07:30:00,5,1.25,98.885,99.2474,99.5,below
SITE_K,availability_pct,2025-01-30 01:30:00,2025-01-30 02:30:00,5,1.25,99.176,99.3658,99.5,below
SITE_K,availability_pct,2025-01-28 17:00:00,2025-01-28 18:00:00,5,1.25,99.202,99.3266,99.5,below
SITE_K,availability_pct,2025-01-28 12:15:00,2025-01-28 13:15:00,5,1.25,98.799,99.2442,99.5,below
SITE_L,availability_pct,2025-01-26 23:45:00,2025-01-27 00:45:00,5,1.25,99.049,99.2668,99.5,below
SITE_L,availability_pct,2025-01-16 01:30:00,2025-01-16 02:30:00,5,1.25,99.144,99.293,99.5,below
SITE_G,availability_pct,2025-01-15 21:45:00,2025-01-15 22:45:00,5,1.25,99.074,99.2596,99.5,below
SITE_G,availability_pct,2025-01-13 15:30:00,2025-01-13 16:30:00,5,1.25,99.199,99.344,99.5,below
SITE_A,availability_pct,2025-01-03 21:00:00,2025-01-03 22:00:00,5,1.25,99.189,99.2504,99.5,below
SITE_G,availability_pct,2025-01-10 13:30:00,2025-01-10 14:30:00,5,1.25,98.979,99.2092,99.5,below
SITE_G,availability_pct,2025-01-16 09:30:00,2025-01-16 10:30:00,5,1.25,98.662,99.0678,99.5,below
SITE_G,availability_pct,2025-01-23 20:30:00,2025-01-23 21:30:00,5,1.25,99.13,99.3344,99.5,below
SITE_G,availability_pct,2025-01-23 13:45:00,2025-01-23 14:45:00,5,1.25,98.824,99.2498,99.5,below
SITE_L,availability_pct,2025-01-29 01:30:00,2025-01-29 02:30:00,5,1.25,99.248,99.3706,99.5,below
SITE_L,availability_pct,2025-01-15 16:45:00,2025-01-15 17:45:00,5,1.25,98.846,99.1172,99.5,below
SITE_L,availability_pct,2025-01-14 08:30:00,2025-01-14 09:30:00,5,1.25,99.11,99.2848,99.5,below
SITE_L,availability_pct,2025-01-13 05:45:00,2025-01-13 06:45:00,5,1.25,98.56,99.1344,99.5,below
SITE_C,availability_pct,2025-01-13 00:00:00,2025-01-13 01:00:00,5,1.25,99.081,99.2356,99.5,below
SITE_B,availability_pct,2025-01-13 12:30:00,2025-01-13 13:30:00,5,1.25,99.073,99.2528,99.5,below
SITE_B,availability_pct,2025-01-13 04:15:00,2025-01-13 05:15:00,5,1.25,98.781,99.228,99.5,below
SITE_G,availability_pct,2025-01-21 20:15:00,2025-01-21 21:15:00,5,1.25,98.959,99.0934,99.5,below
SITE_G,availability_pct,2025-01-21 05:00:00,2025-01-21 06:00:00,5,1.25,99.155,99.289,99.5,below
SITE_G,availability_pct,2025-01-21 02:30:00,2025-01-21 03:30:00,5,1.25,99.043,99.2552,99.5,below
SITE_L,availability_pct,2025-01-02 17:00:00,2025-01-02 18:00:00,5,1.25,99.136,99.1986,99.5,below
SITE_L,availability_pct,2025-01-02 03:15:00,2025-01-02 04:15:00,5,1.25,99.042,99.225,99.5,below
SITE_L,availability_pct,2025-01-01 14:00:00,2025-01-01 15:00:00,5,1.25,99.093,99.3792,99.5,below
SITE_L,availability_pct,2025-01-11 01:15:00,2025-01-11 02:15:00,5,1.25,99.07,99.3066,99.5,below
SITE_L,availability_pct,2025-01-09 19:15:00,2025-01-09 20:15:00,5,1.25,99.243,99.352,99.5,below
SITE_C,availability_pct,2025-01-18 05:15:00,2025-01-18 06:15:00,5,1.25,92.093,92.3182,99.5,below
SITE_A,availability_pct,2025-01-06 00:45:00,2025-01-06 01:45:00,5,1.25,98.871,99.1658,99.5,below
SITE_A,availability_pct,2025-01-05 17:15:00,2025-01-05 18:15:00,5,1.25,99.231,99.31,99.5,below
SITE_A,availability_pct,2025-01-04 19:45:00,2025-01-04 20:45:00,5,1.25,99.162,99.312,99.5,below
SITE_G,availability_pct,2025-01-20 10:15:00,2025-01-20 11:15:00,5,1.25,99.084,99.3624,99.5,below
SITE_G,availability_pct,2025-01-19 16:00:00,2025-01-19 17:00:00,5,1.25,99.139,99.3278,99.5,below
SITE_G,availability_pct,2025-01-18 06:15:00,2025-01-18 07:15:00,5,1.25,98.784,99.2316,99.5,below
SITE_L,availability_pct,2025-01-27 03:00:00,2025-01-27 04:00:00,5,1.25,98.811,99.0952,99.5,below
SITE_A,availability_pct,2025-01-03 00:00:00,2025-01-03 00:45:00,4,1.0,98.951,99.167,99.5,below
SITE_A,availability_pct,2025-01-01 14:00:00,2025-01-01 14:45:00,4,1.0,98.825,99.1112,99.5,below
SITE_A,availability_pct,2025-01-02 01:30:00,2025-01-02 02:15:00,4,1.0,99.108,99.2168,99.5,below
SITE_L,availability_pct,2025-01-20 18:00:00,2025-01-20 18:45:00,4,1.0,99.008,99.1495,99.5,below
SITE_L,availability_pct,2025-01-20 16:45:00,2025-01-20 17:30:00,4,1.0,99.307,99.3702,99.5,below
SITE_L,availability_pct,2025-01-19 00:30:00,2025-01-19 01:15:00,4,1.0,98.924,99.3178,99.5,below
SITE_C,availability_pct,2025-01-13 14:15:00,2025-01-13 15:00:00,4,1.0,99.032,99.2162,99.5,below
SITE_C,availability_pct,2025-01-13 16:30:00,2025-01-13 17:15:00,4,1.0,99.363,99.4425,99.5,below
SITE_C,availability_pct,2025-01-14 01:30:00,2025-01-14 02:15:00,4,1.0,99.081,99.3138,99.5,below
SITE_L,availability_pct,2025-01-15 23:00:00,2025-01-15 23:45:00,4,1.0,99.107,99.3215,99.5,below
SITE_L,availability_pct,2025-01-16 03:15:00,2025-01-16 04:00:00,4,1.0,99.051,99.3205,99.5,below
SITE_A,availability_pct,2025-01-09 09:30:00,2025-01-09 10:15:00,4,1.0,99.148,99.2265,99.5,below
SITE_A,availability_pct,2025-01-10 14:15:00,2025-01-10 15:00:00,4,1.0,99.235,99.317,99.5,below
SITE_A,availability_pct,2025-01-10 16:30:00,2025-01-10 17:15:00,4,1.0,99.299,99.4033,99.5,below
SITE_A,availability_pct,2025-01-11 00:30:00,2025-01-11 01:15:00,4,1.0,98.899,99.2615,99.5,below
SITE_L,availability_pct,2025-01-13 04:00:00,2025-01-13 04:45:00,4,1.0,98.924,99.1842,99.5,below
SITE_L,availability_pct,2025-01-14 16:00:00,2025-01-14 16:45:00,4,1.0,99.322,99.3792,99.5,below
SITE_L,availability_pct,2025-01-14 18:30:00,2025-01-14 19:15:00,4,1.0,99.009,99.2772,99.5,below
SITE_L,availability_pct,2025-01-15 05:30:00,2025-01-15 06:15:00,4,1.0,99.053,99.2245,99.5,below
SITE_L,availability_pct,2025-01-15 12:00:00,2025-01-15 12:45:00,4,1.0,98.833,99.1438,99.5,below
SITE_L,availability_pct,2025-01-08 15:00:00,2025-01-08 15:45:00,4,1.0,99.257,99.335,99.5,below
SITE_L,availability_pct,2025-01-08 17:00:00,2025-01-08 17:45:00,4,1.0,99.072,99.1542,99.5,below
SITE_G,availability_pct,2025-01-13 22:15:00,2025-01-13 23:00:00,4,1.0,99.207,99.3685,99.5,below
SITE_G,availability_pct,2025-01-14 18:00:00,2025-01-14 18:45:00,4,1.0,99.09,99.291,99.5,below
SITE_G,availability_pct,2025-01-14 22:45:00,2025-01-14 23:30:00,4,1.0,99.325,99.4008,99.5,below
SITE_G,availability_pct,2025-01-16 00:15:00,2025-01-16 01:00:00,4,1.0,99.069,99.2675,99.5,below
SITE_G,availability_pct,2025-01-16 01:45:00,2025-01-16 02:30:00,4,1.0,99.205,99.264,99.5,below
SITE_B,availability_pct,2025-01-23 01:00:00,2025-01-23 01:45:00,4,1.0,98.826,99.0018,99.5,below
SITE_B,availability_pct,2025-01-24 05:30:00,2025-01-24 06:15:00,4,1.0,99.214,99.308,99.5,below
SITE_G,availability_pct,2025-01-16 23:30:00,2025-01-17 00:15:00,4,1.0,99.298,99.3675,99.5,below
SITE_G,availability_pct,2025-01-17 08:00:00,2025-01-17 08:45:00,4,1.0,98.971,99.215,99.5,below
SITE_G,availability_pct,2025-01-17 21:00:00,2025-01-17 21:45:00,4,1.0,99.154,99.328,99.5,below
SITE_G,availability_pct,2025-01-18 18:15:00,2025-01-18 19:00:00,4,1.0,99.262,99.3288,99.5,below
SITE_G,availability_pct,2025-01-19 18:15:00,2025-01-19 19:00:00,4,1.0,99.039,99.335,99.5,below
SITE_G,availability_pct,2025-01-19 21:15:00,2025-01-19 22:00:00,4,1.0,98.857,99.2492,99.5,below
SITE_G,availability_pct,2025-01-20 03:45:00,2025-01-20 04:30:00,4,1.0,99.2,99.347,99.5,below
SITE_G,availability_pct,2025-01-20 06:15:00,2025-01-20 07:00:00,4,1.0,98.999,99.1952,99.5,below
SITE_G,availability_pct,2025-01-20 09:00:00,2025-01-20 09:45:00,4,1.0,99.28,99.3428,99.5,below
SITE_B,availability_pct,2025-01-13 08:30:00,2025-01-13 09:15:00,4,1.0,99.068,99.2833,99.5,below
SITE_B,availability_pct,2025-01-14 07:45:00,2025-01-14 08:30:00,4,1.0,99.18,99.2535,99.5,below
SITE_B,availability_pct,2025-01-14 14:30:00,2025-01-14 15:15:00,4,1.0,98.736,99.1722,99.5,below
SITE_G,availability_pct,2025-01-20 20:30:00,2025-01-20 21:15:00,4,1.0,99.097,99.1732,99.5,below
SITE_G,availability_pct,2025-01-21 07:00:00,2025-01-21 07:45:00,4,1.0,99.277,99.3475,99.5,below
SITE_G,availability_pct,2025-01-22 08:30:00,2025-01-22 09:15:00,4,1.0,99.069,99.3502,99.5,below
SITE_G,availability_pct,2025-01-22 11:45:00,2025-01-22 12:30:00,4,1.0,98.778,98.959,99.5,below
SITE_G,availability_pct,2025-01-23 06:45:00,2025-01-23 07:30:00,4,1.0,99.097,99.2997,99.5,below
SITE_G,availability_pct,2025-01-23 17:00:00,2025-01-23 17:45:00,4,1.0,99.226,99.2988,99.5,below
SITE_G,availability_pct,2025-01-24 13:15:00,2025-01-24 14:00:00,4,1.0,99.177,99.2658,99.5,below
SITE_G,availability_pct,2025-01-16 11:30:00,2025-01-16 12:15:00,4,1.0,99.412,99.469,99.5,below
SITE_G,availability_pct,2025-01-16 13:45:00,2025-01-16 14:30:00,4,1.0,98.878,99.1908,99.5,below
SITE_G,availability_pct,2025-01-11 00:45:00,2025-01-11 01:30:00,4,1.0,99.273,99.3755,99.5,below
SITE_G,availability_pct,2025-01-11 17:15:00,2025-01-11 18:00:00,4,1.0,99.099,99.2148,99.5,below
SITE_G,availability_pct,2025-01-11 21:30:00,2025-01-11 22:15:00,4,1.0,99.297,99.403,99.5,below
SITE_G,availability_pct,2025-01-13 02:00:00,2025-01-13 02:45:00,4,1.0,98.856,99.1828,99.5,below
SITE_B,availability_pct,2025-01-24 08:45:00,2025-01-24 09:30:00,4,1.0,98.659,99.1895,99.5,below
SITE_G,availability_pct,2025-01-06 14:45:00,2025-01-06 15:30:00,4,1.0,99.24,99.3488,99.5,below
SITE_G,availability_pct,2025-01-07 00:30:00,2025-01-07 01:15:00,4,1.0,99.231,99.319,99.5,below
SITE_G,availability_pct,2025-01-07 10:00:00,2025-01-07 10:45:00,4,1.0,98.984,99.1778,99.5,below
SITE_G,availability_pct,2025-01-07 14:45:00,2025-01-07 15:30:00,4,1.0,99.047,99.3465,99.5,below
SITE_G,availability_pct,2025-01-08 11:00:00,2025-01-08 11:45:00,4,1.0,98.71,99.2645,99.5,below
SITE_G,availability_pct,2025-01-09 01:30:00,2025-01-09 02:15:00,4,1.0,98.481,98.983,99.5,below
SITE_G,availability_pct,2025-01-09 05:15:00,2025-01-09 06:00:00,4,1.0,99.142,99.307,99.5,below
SITE_G,availability_pct,2025-01-01 02:30:00,2025-01-01 03:15:00,4,1.0,99.188,99.3278,99.5,below
SITE_G,availability_pct,2025-01-01 07:45:00,2025-01-01 08:30:00,4,1.0,99.196,99.3095,99.5,below
SITE_G,availability_pct,2025-01-26 06:30:00,2025-01-26 07:15:00,4,1.0,99.033,99.2605,99.5,below
SITE_G,availability_pct,2025-01-27 03:00:00,2025-01-27 03:45:00,4,1.0,98.902,99.223,99.5,below
SITE_G,availability_pct,2025-01-27 10:45:00,2025-01-27 11:30:00,4,1.0,99.123,99.2975,99.5,below
SITE_G,availability_pct,2025-01-27 12:00:00,2025-01-27 12:45:00,4,1.0,99.027,99.2063,99.5,below
SITE_G,availability_pct,2025-01-27 14:00:00,2025-01-27 14:45:00,4,1.0,98.861,99.17,99.5,below
SITE_B,availability_pct,2025-01-12 23:30:00,2025-01-13 00:15:00,4,1.0,99.257,99.3648,99.5,below
SITE_B,availability_pct,2025-01-22 07:45:00,2025-01-22 08:30:00,4,1.0,98.94,99.121,99.5,below
SITE_F,availability_pct,2025-01-23 23:45:00,2025-01-24 00:30:00,4,1.0,98.926,99.1785,99.5,below
SITE_F,availability_pct,2025-01-24 10:30:00,2025-01-24 11:15:00,4,1.0,99.03,99.3005,99.5,below
SITE_B,availability_pct,2025-01-17 22:30:00,2025-01-17 23:15:00,4,1.0,99.261,99.3485,99.5,below
SITE_B,availability_pct,2025-01-18 16:15:00,2025-01-18 17:00:00,4,1.0,98.994,99.2025,99.5,below
SITE_B,availability_pct,2025-01-19 02:00:00,2025-01-19 02:45:00,4,1.0,99.1,99.24,99.5,below
SITE_B,availability_pct,2025-01-19 11:15:00,2025-01-19 12:00:00,4,1.0,99.365,99.4238,99.5,below
SITE_B,availability_pct,2025-01-20 00:30:00,2025-01-20 01:15:00,4,1.0,99.087,99.1975,99.5,below
SITE_G,availability_pct,2025-01-28 16:30:00,2025-01-28 17:15:00,4,1.0,98.788,99.135,99.5,below
SITE_G,availability_pct,2025-01-29 15:15:00,2025-01-29 16:00:00,4,1.0,99.074,99.2292,99.5,below
SITE_G,availability_pct,2025-01-30 10:30:00,2025-01-30 11:15:00,4,1.0,98.899,99.2835,99.5,below
SITE_G,availability_pct,2025-01-30 19:45:00,2025-01-30 20:30:00,4,1.0,98.908,99.2575,99.5,below
SITE_G,availability_pct,2025-01-30 21:00:00,2025-01-30 21:45:00,4,1.0,99.221,99.3652,99.5,below
SITE_G,availability_pct,2025-01-25 14:15:00,2025-01-25 15:00:00,4,1.0,98.944,99.1978,99.5,below
SITE_G,availability_pct,2025-01-25 21:45:00,2025-01-25 22:30:00,4,1.0,99.085,99.2332,99.5,below
SITE_G,availability_pct,2025-01-26 01:45:00,2025-01-26 02:30:00,4,1.0,99.18,99.3378,99.5,below
SITE_F,availability_pct,2025-01-26 23:00:00,2025-01-26 23:45:00,4,1.0,98.768,99.1828,99.5,below
SITE_F,availability_pct,2025-01-27 21:45:00,2025-01-27 22:30:00,4,1.0,99.038,99.2242,99.5,below
SITE_F,availability_pct,2025-01-28 06:45:00,2025-01-28 07:30:00,4,1.0,99.034,99.123,99.5,below
SITE_F,availability_pct,2025-01-29 19:30:00,2025-01-29 20:15:00,4,1.0,99.246,99.3188,99.5,below
SITE_F,availability_pct,2025-01-19 22:15:00,2025-01-19 23:00:00,4,1.0,99.116,99.3118,99.5,below
SITE_H,availability_pct,2025-01-04 00:30:00,2025-01-04 01:15:00,4,1.0,99.058,99.2365,99.5,below
SITE_H,availability_pct,2025-01-04 02:45:00,2025-01-04 03:30:00,4,1.0,98.703,99.073,99.5,below
SITE_H,availability_pct,2025-01-06 14:15:00,2025-01-06 15:00:00,4,1.0,98.764,99.2192,99.5,below
SITE_H,availability_pct,2025-01-07 11:00:00,2025-01-07 11:45:00,4,1.0,99.128,99.2595,99.5,below
SITE_H,availability_pct,2025-01-07 13:30:00,2025-01-07 14:15:00,4,1.0,99.249,99.3165,99.5,below
SITE_H,availability_pct,2025-01-08 12:45:00,2025-01-08 13:30:00,4,1.0,99.248,99.3468,99.5,below
SITE_B,availability_pct,2025-01-14 17:00:00,2025-01-14 17:45:00,4,1.0,99.182,99.3188,99.5,below
SITE_B,availability_pct,2025-01-16 10:45:00,2025-01-16 11:30:00,4,1.0,99.357,99.4168,99.5,below
SITE_G,availability_pct,2025-01-04 21:00:00,2025-01-04 21:45:00,4,1.0,98.931,99.1772,99.5,below
SITE_G,availability_pct,2025-01-06 12:45:00,2025-01-06 13:30:00,4,1.0,99.193,99.369,99.5,below
SITE_B,availability_pct,2025-01-21 19:30:00,2025-01-21 20:15:00,4,1.0,98.989,99.2165,99.5,below
SITE_F,availability_pct,2025-01-23 12:30:00,2025-01-23 13:15:00,4,1.0,98.996,99.1013,99.5,below
SITE_F,availability_pct,2025-01-23 13:45:00,2025-01-23 14:30:00,4,1.0,99.001,99.2852,99.5,below
SITE_F,availability_pct,2025-01-12 04:15:00,2025-01-12 05:00:00,4,1.0,99.025,99.2125,99.5,below
SITE_H,availability_pct,2025-01-11 05:15:00,2025-01-11 06:00:00,4,1.0,99.325,99.3778,99.5,below
SITE_H,availability_pct,2025-01-11 10:00:00,2025-01-11 10:45:00,4,1.0,98.806,99.1362,99.5,below
SITE_H,availability_pct,2025-01-11 11:15:00,2025-01-11 12:00:00,4,1.0,99.204,99.285,99.5,below
